agent,function,thread_id,duration_sec
Editor,state_report,23456246748992,0.9099
Editor,state_report,23456246748992,0.9344
Editor,state_report,23456246748992,0.9411
Editor,state_report,23456246748992,1.5833
Editor,state_report,23456246748992,1.2368
Editor,state_report,23456246748992,1.1284
Editor,state_report,23456246748992,1.9518
Editor,state_report,23456246748992,1.4016
Editor,state_report,23456246748992,1.1450
Editor,state_report,23456246748992,2.2721
Editor,state_report,23456246748992,2.5630
Editor,state_report,23456246748992,1.5079
Editor,state_report,23456246748992,1.0552
Editor,state_report,23456246748992,1.3338
Editor,state_report,23456246748992,1.4790
Editor,state_report,23456246748992,1.2685
Editor,state_report,23456246748992,1.3995
Editor,state_report,23456246748992,2.1750
Editor,state_report,23456246748992,2.2412
Editor,state_report,23456246748992,1.3022
Editor,state_report,23456246748992,1.5264
Editor,state_report,23456246748992,1.1640
Editor,state_report,23456246748992,1.1196
Editor,state_report,23456246748992,1.1348
Editor,state_report,23456246748992,1.4404
Editor,state_report,23456246748992,1.1809
Editor,state_report,23456246748992,2.1262
Editor,state_report,23456246748992,1.3496
Editor,state_report,23456246748992,1.3039
Editor,state_report,23456246748992,1.3325
Editor,state_report,23456246748992,1.9781
Editor,state_report,23456246748992,1.3996
Editor,state_report,23456246748992,1.1353
Editor,state_report,23456246748992,1.2146
Editor,state_report,23456246748992,1.3369
Editor,state_report,23456246748992,1.1854
Editor,state_report,23456246748992,1.1629
Editor,state_report,23456246748992,1.1395
Editor,state_report,23456246748992,2.9222
Editor,state_report,23456246748992,1.1678
Editor,state_report,23456246748992,1.2010
Editor,state_report,23456246748992,1.7720
Editor,state_report,23456246748992,1.1404
Editor,state_report,23456246748992,1.4934
Editor,state_report,23456246748992,1.1391
Editor,state_report,23456246748992,1.3237
Editor,state_report,23456246748992,1.2790
Editor,state_report,23456246748992,1.1394
Editor,state_report,23456246748992,3.2045
Editor,state_report,23456246748992,1.7826
Editor,state_report,23456246748992,1.1588
Editor,state_report,23456246748992,1.1560
Editor,state_report,23456246748992,1.1463
Editor,state_report,23456246748992,1.2178
Editor,state_report,23456246748992,1.1415
Editor,state_report,23456246748992,1.1572
Editor,state_report,23456246748992,1.3102
Editor,state_report,23456246748992,1.6610
Editor,state_report,23456246748992,2.2569
Editor,state_report,23456246748992,2.2973
Editor,state_report,23456246748992,1.9198
Editor,state_report,23456246748992,1.2496
Editor,state_report,23456246748992,1.2456
Editor,state_report,23456246748992,1.3858
Editor,state_report,23456246748992,1.5702
Editor,state_report,23456246748992,1.1426
Editor,state_report,23456246748992,1.3601
Editor,state_report,23456246748992,2.2929
Editor,state_report,23456246748992,1.3111
Editor,state_report,23456246748992,1.1275
Editor,state_report,23456246748992,1.1587
Editor,state_report,23456246748992,1.1588
Editor,state_report,23456246748992,1.1442
Editor,state_report,23456246748992,1.1443
Editor,state_report,23456246748992,1.8029
Editor,state_report,23456246748992,1.2363
Editor,state_report,23456246748992,1.1430
Editor,state_report,23456246748992,1.4256
Editor,state_report,23456246748992,1.2534
Editor,state_report,23456246748992,1.9480
Editor,state_report,23456246748992,1.6869
Editor,state_report,23456246748992,1.5109
Editor,state_report,23456246748992,1.2203
Editor,state_report,23456246748992,1.3437
Editor,state_report,23456246748992,1.3689
Editor,state_report,23456246748992,1.5557
Editor,state_report,23456246748992,1.2201
Editor,state_report,23456246748992,1.9560
Editor,state_report,23456246748992,1.5884
Editor,state_report,23456246748992,1.5269
Editor,state_report,23456246748992,1.1432
Editor,state_report,23456246748992,1.3276
Editor,state_report,23456246748992,1.3115
Editor,state_report,23456246748992,1.6638
Editor,state_report,23456246748992,1.8323
Editor,state_report,23456246748992,1.2652
Editor,state_report,23456246748992,2.1086
Editor,state_report,23456246748992,1.6636
Editor,state_report,23456246748992,1.1437
Editor,state_report,23456246748992,1.1570
Editor,state_report,23456246748992,1.1762
Editor,state_report,23456246748992,1.5456
Editor,state_report,23456246748992,1.6003
Editor,state_report,23456246748992,1.1566
Editor,state_report,23456246748992,1.5595
Editor,state_report,23456246748992,1.2345
Editor,state_report,23456246748992,1.2882
Editor,state_report,23456246748992,1.1735
Editor,state_report,23456246748992,1.2487
Editor,state_report,23456246748992,1.1569
Editor,state_report,23456246748992,2.5035
Editor,state_report,23456246748992,2.2059
Editor,state_report,23456246748992,1.2787
Editor,state_report,23456246748992,1.8614
Editor,state_report,23456246748992,1.1405
Editor,state_report,23456246748992,1.2494
Editor,state_report,23456246748992,2.0445
Editor,state_report,23456246748992,2.2447
Editor,state_report,23456246748992,2.2313
Editor,state_report,23456246748992,2.0314
Editor,state_report,23456246748992,1.1775
Editor,state_report,23456246748992,2.1815
Editor,state_report,23456246748992,1.8303
Editor,state_report,23456246748992,1.0172
Editor,state_report,23456246748992,1.2346
Editor,state_report,23456246748992,0.9764
