label,timestamp,latency_ms
state_server,1744877029.843183,0.09
state_server,1744877033.4613724,0.06
state_server,1744877035.8271363,0.05
state_server,1744877040.272542,0.06
state_server,1744877042.943155,0.06
state_server,1744877047.854024,0.07
state_server,1744877051.0246763,0.07
state_server,1744877236.9282653,0.46
state_server,1744877240.1526065,0.06
state_server,1744877246.3097162,0.06
state_server,1744877249.5784004,0.05
state_server,1744877257.199496,0.07
