label,timestamp,memory_mb
state_server,1744877029.843183,31.12
state_server,1744877033.4613724,31.12
state_server,1744877035.8271363,31.12
state_server,1744877040.272542,30.62
state_server,1744877042.943155,30.62
state_server,1744877047.854024,30.62
state_server,1744877051.0246763,30.12
state_server,1744877236.9282653,30.12
state_server,1744877240.1526065,30.62
state_server,1744877246.3097162,30.62
state_server,1744877249.5784004,30.62
state_server,1744877257.199496,30.62
