agent,function,thread_id,duration_sec
Editor,state_report,23456246748992,0.9104
Editor,state_report,23456246748992,0.9353
Editor,state_report,23456246748992,0.9380
Editor,state_report,23456246748992,1.5810
Editor,state_report,23456246748992,1.2341
Editor,state_report,23456246748992,1.1580
Editor,state_report,23456246748992,1.9784
Editor,state_report,23456246748992,1.3992
Editor,state_report,23456246748992,1.1438
Editor,state_report,23456246748992,2.2706
Editor,state_report,23456246748992,2.5530
Editor,state_report,23456246748992,1.5087
Editor,state_report,23456246748992,1.0563
Editor,state_report,23456246748992,1.3045
Editor,state_report,23456246748992,1.4784
Editor,state_report,23456246748992,1.2672
Editor,state_report,23456246748992,1.3137
Editor,state_report,23456246748992,2.1179
Editor,state_report,23456246748992,2.4299
Editor,state_report,23456246748992,1.3328
Editor,state_report,23456246748992,1.4239
Editor,state_report,23456246748992,1.1659
Editor,state_report,23456246748992,1.1196
Editor,state_report,23456246748992,1.1339
Editor,state_report,23456246748992,1.4449
Editor,state_report,23456246748992,1.1783
Editor,state_report,23456246748992,2.1778
Editor,state_report,23456246748992,1.3513
Editor,state_report,23456246748992,1.3046
Editor,state_report,23456246748992,1.3205
Editor,state_report,23456246748992,1.9728
Editor,state_report,23456246748992,1.3956
Editor,state_report,23456246748992,1.1356
Editor,state_report,23456246748992,1.2183
Editor,state_report,23456246748992,1.3328
Editor,state_report,23456246748992,1.1830
Editor,state_report,23456246748992,1.1531
Editor,state_report,23456246748992,1.1363
Editor,state_report,23456246748992,2.7838
Editor,state_report,23456246748992,1.1370
Editor,state_report,23456246748992,1.2881
Editor,state_report,23456246748992,1.8591
Editor,state_report,23456246748992,1.2064
Editor,state_report,23456246748992,1.3999
Editor,state_report,23456246748992,1.1385
Editor,state_report,23456246748992,1.3236
Editor,state_report,23456246748992,1.2763
Editor,state_report,23456246748992,1.1394
Editor,state_report,23456246748992,3.2166
Editor,state_report,23456246748992,1.7817
Editor,state_report,23456246748992,1.1551
Editor,state_report,23456246748992,1.1563
Editor,state_report,23456246748992,1.1404
Editor,state_report,23456246748992,1.2326
Editor,state_report,23456246748992,1.1392
Editor,state_report,23456246748992,1.1548
Editor,state_report,23456246748992,1.3100
Editor,state_report,23456246748992,1.6626
Editor,state_report,23456246748992,2.2297
Editor,state_report,23456246748992,2.1983
Editor,state_report,23456246748992,1.9227
Editor,state_report,23456246748992,1.2493
Editor,state_report,23456246748992,1.3504
Editor,state_report,23456246748992,1.4032
Editor,state_report,23456246748992,1.5711
Editor,state_report,23456246748992,1.1440
Editor,state_report,23456246748992,1.3565
Editor,state_report,23456246748992,2.2916
Editor,state_report,23456246748992,1.3121
Editor,state_report,23456246748992,1.1465
Editor,state_report,23456246748992,1.1586
Editor,state_report,23456246748992,1.1592
Editor,state_report,23456246748992,1.1424
Editor,state_report,23456246748992,1.1425
Editor,state_report,23456246748992,1.8030
Editor,state_report,23456246748992,1.2350
Editor,state_report,23456246748992,1.1431
Editor,state_report,23456246748992,1.4276
Editor,state_report,23456246748992,1.2533
Editor,state_report,23456246748992,1.9262
Editor,state_report,23456246748992,1.6793
Editor,state_report,23456246748992,1.4184
Editor,state_report,23456246748992,1.2056
Editor,state_report,23456246748992,1.3424
Editor,state_report,23456246748992,1.4277
Editor,state_report,23456246748992,1.5622
Editor,state_report,23456246748992,1.2187
Editor,state_report,23456246748992,1.9676
Editor,state_report,23456246748992,1.5845
Editor,state_report,23456246748992,1.5260
Editor,state_report,23456246748992,1.1415
Editor,state_report,23456246748992,1.3488
Editor,state_report,23456246748992,1.3099
Editor,state_report,23456246748992,1.6630
Editor,state_report,23456246748992,1.8307
Editor,state_report,23456246748992,1.2638
Editor,state_report,23456246748992,2.1060
Editor,state_report,23456246748992,1.6669
Editor,state_report,23456246748992,1.1396
Editor,state_report,23456246748992,1.1568
Editor,state_report,23456246748992,1.1580
Editor,state_report,23456246748992,1.5415
Editor,state_report,23456246748992,1.5992
Editor,state_report,23456246748992,1.1562
Editor,state_report,23456246748992,1.5116
Editor,state_report,23456246748992,1.2937
Editor,state_report,23456246748992,1.3487
Editor,state_report,23456246748992,1.1718
Editor,state_report,23456246748992,1.2473
Editor,state_report,23456246748992,1.1561
Editor,state_report,23456246748992,2.5026
Editor,state_report,23456246748992,2.1344
Editor,state_report,23456246748992,1.3541
Editor,state_report,23456246748992,1.8611
Editor,state_report,23456246748992,1.1484
Editor,state_report,23456246748992,1.2445
Editor,state_report,23456246748992,2.0420
Editor,state_report,23456246748992,2.2510
Editor,state_report,23456246748992,2.2242
Editor,state_report,23456246748992,2.0279
Editor,state_report,23456246748992,1.1560
Editor,state_report,23456246748992,2.1788
Editor,state_report,23456246748992,1.8260
Editor,state_report,23456246748992,0.9765
Editor,state_report,23456246748992,1.2559
Editor,state_report,23456246748992,0.9754
