label,timestamp,memory_mb
state_server,1744876069.6591842,31.12
state_server,1744876073.1904914,31.12
state_server,1744876075.6307716,31.12
state_server,1744876080.129437,31.12
state_server,1744876082.738635,31.12
state_server,1744876087.733618,29.62
state_server,1744876090.7362869,30.12
