agent,timestamp,latency_ms
Writer,1744988956.1374702,9.34
Writer,1744988962.0323877,3.47
Writer,1744988969.3135293,1.77
Writer,1744988977.0162792,1.68
Writer,1744989324.126464,1.94
Writer,1744989334.286893,3.01
