label,timestamp,latency_ms
state_server,1744876069.6591842,0.09
state_server,1744876073.1904914,0.08
state_server,1744876075.6307716,0.06
state_server,1744876080.129437,0.05
state_server,1744876082.738635,0.06
state_server,1744876087.733618,0.08
state_server,1744876090.7362869,0.06
