agent,function,thread_id,duration_sec
Editor,state_report,23456246748992,0.9117
Editor,state_report,23456246748992,0.9391
Editor,state_report,23456246748992,0.9418
Editor,state_report,23456246748992,1.5889
Editor,state_report,23456246748992,1.3833
Editor,state_report,23456246748992,1.1336
Editor,state_report,23456246748992,1.9325
Editor,state_report,23456246748992,1.4293
Editor,state_report,23456246748992,1.1526
Editor,state_report,23456246748992,2.4259
Editor,state_report,23456246748992,2.6389
Editor,state_report,23456246748992,1.5176
Editor,state_report,23456246748992,1.0587
Editor,state_report,23456246748992,1.3436
Editor,state_report,23456246748992,1.4941
Editor,state_report,23456246748992,1.2760
Editor,state_report,23456246748992,1.3210
Editor,state_report,23456246748992,2.1407
Editor,state_report,23456246748992,2.2498
Editor,state_report,23456246748992,1.3113
Editor,state_report,23456246748992,2.1906
Editor,state_report,23456246748992,1.1697
Editor,state_report,23456246748992,1.1267
Editor,state_report,23456246748992,1.3139
Editor,state_report,23456246748992,1.5130
Editor,state_report,23456246748992,1.2111
Editor,state_report,23456246748992,2.1582
Editor,state_report,23456246748992,1.4229
Editor,state_report,23456246748992,1.3103
Editor,state_report,23456246748992,1.3281
Editor,state_report,23456246748992,1.9871
Editor,state_report,23456246748992,1.4032
Editor,state_report,23456246748992,1.1431
Editor,state_report,23456246748992,1.2212
Editor,state_report,23456246748992,1.3947
Editor,state_report,23456246748992,1.1862
Editor,state_report,23456246748992,1.1596
Editor,state_report,23456246748992,1.1440
Editor,state_report,23456246748992,2.8111
Editor,state_report,23456246748992,1.1427
Editor,state_report,23456246748992,1.2093
Editor,state_report,23456246748992,1.7774
Editor,state_report,23456246748992,1.1482
Editor,state_report,23456246748992,1.7211
Editor,state_report,23456246748992,1.1796
Editor,state_report,23456246748992,1.3569
Editor,state_report,23456246748992,1.2892
Editor,state_report,23456246748992,1.1459
Editor,state_report,23456246748992,3.2260
Editor,state_report,23456246748992,1.8102
Editor,state_report,23456246748992,1.1649
Editor,state_report,23456246748992,1.1651
Editor,state_report,23456246748992,1.1502
Editor,state_report,23456246748992,1.2135
Editor,state_report,23456246748992,1.1713
Editor,state_report,23456246748992,1.1695
Editor,state_report,23456246748992,1.3184
Editor,state_report,23456246748992,1.6745
Editor,state_report,23456246748992,2.2431
Editor,state_report,23456246748992,2.2126
Editor,state_report,23456246748992,1.9350
Editor,state_report,23456246748992,1.2585
Editor,state_report,23456246748992,1.1644
Editor,state_report,23456246748992,2.3377
Editor,state_report,23456246748992,2.0435
Editor,state_report,23456246748992,1.1622
Editor,state_report,23456246748992,1.3651
Editor,state_report,23456246748992,2.3035
Editor,state_report,23456246748992,1.3198
Editor,state_report,23456246748992,1.4474
Editor,state_report,23456246748992,1.1633
Editor,state_report,23456246748992,1.1641
Editor,state_report,23456246748992,1.1511
Editor,state_report,23456246748992,1.1703
Editor,state_report,23456246748992,1.8365
Editor,state_report,23456246748992,1.2403
Editor,state_report,23456246748992,1.1481
Editor,state_report,23456246748992,1.4110
Editor,state_report,23456246748992,1.2554
Editor,state_report,23456246748992,1.9322
Editor,state_report,23456246748992,1.6934
Editor,state_report,23456246748992,1.4228
Editor,state_report,23456246748992,1.2099
Editor,state_report,23456246748992,1.3482
Editor,state_report,23456246748992,1.2706
Editor,state_report,23456246748992,2.0192
Editor,state_report,23456246748992,1.8993
Editor,state_report,23456246748992,1.9729
Editor,state_report,23456246748992,1.5939
Editor,state_report,23456246748992,1.5339
Editor,state_report,23456246748992,1.8469
Editor,state_report,23456246748992,1.3305
Editor,state_report,23456246748992,1.3181
Editor,state_report,23456246748992,1.6720
Editor,state_report,23456246748992,1.8382
Editor,state_report,23456246748992,1.2699
Editor,state_report,23456246748992,2.1648
Editor,state_report,23456246748992,1.6752
Editor,state_report,23456246748992,1.1464
Editor,state_report,23456246748992,1.1624
Editor,state_report,23456246748992,1.1704
Editor,state_report,23456246748992,1.5447
Editor,state_report,23456246748992,1.6074
Editor,state_report,23456246748992,1.1620
Editor,state_report,23456246748992,1.5012
Editor,state_report,23456246748992,1.2241
Editor,state_report,23456246748992,2.6481
Editor,state_report,23456246748992,2.0269
Editor,state_report,23456246748992,1.2506
Editor,state_report,23456246748992,1.1616
Editor,state_report,23456246748992,2.9088
Editor,state_report,23456246748992,2.1454
Editor,state_report,23456246748992,1.2676
Editor,state_report,23456246748992,1.8667
Editor,state_report,23456246748992,1.1440
Editor,state_report,23456246748992,1.2522
Editor,state_report,23456246748992,2.0540
Editor,state_report,23456246748992,2.2813
Editor,state_report,23456246748992,2.2407
Editor,state_report,23456246748992,2.0556
Editor,state_report,23456246748992,1.1614
Editor,state_report,23456246748992,2.1890
Editor,state_report,23456246748992,1.8811
Editor,state_report,23456246748992,1.0195
Editor,state_report,23456246748992,1.2713
Editor,state_report,23456246748992,0.9785
