agent,function,thread_id,duration_sec
Editor,state_report,23456246748992,0.9130
Editor,state_report,23456246748992,0.9870
Editor,state_report,23456246748992,0.9401
Editor,state_report,23456246748992,1.5858
Editor,state_report,23456246748992,1.2670
Editor,state_report,23456246748992,1.1238
Editor,state_report,23456246748992,1.9211
Editor,state_report,23456246748992,1.4085
Editor,state_report,23456246748992,1.1489
Editor,state_report,23456246748992,2.2766
Editor,state_report,23456246748992,2.7634
Editor,state_report,23456246748992,1.5128
Editor,state_report,23456246748992,1.2474
Editor,state_report,23456246748992,1.3517
Editor,state_report,23456246748992,1.4864
Editor,state_report,23456246748992,1.2801
Editor,state_report,23456246748992,1.3163
Editor,state_report,23456246748992,2.2216
Editor,state_report,23456246748992,2.2544
Editor,state_report,23456246748992,1.3081
Editor,state_report,23456246748992,1.4253
Editor,state_report,23456246748992,1.1689
Editor,state_report,23456246748992,1.1240
Editor,state_report,23456246748992,1.1397
Editor,state_report,23456246748992,1.4459
Editor,state_report,23456246748992,1.1859
Editor,state_report,23456246748992,2.6046
Editor,state_report,23456246748992,1.6872
Editor,state_report,23456246748992,1.3037
Editor,state_report,23456246748992,1.3248
Editor,state_report,23456246748992,1.9861
Editor,state_report,23456246748992,1.4026
Editor,state_report,23456246748992,1.1811
Editor,state_report,23456246748992,1.3396
Editor,state_report,23456246748992,1.4568
Editor,state_report,23456246748992,1.1890
Editor,state_report,23456246748992,1.1588
Editor,state_report,23456246748992,1.1445
Editor,state_report,23456246748992,2.8007
Editor,state_report,23456246748992,1.1430
Editor,state_report,23456246748992,1.2091
Editor,state_report,23456246748992,1.7800
Editor,state_report,23456246748992,1.1425
Editor,state_report,23456246748992,601.5862
